cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,le,le_mu,le_lambda,le_rot,nj,lj,jaceps,gamma
0144,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.01,true,0,0,0.1,0.5
0145,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.05,true,0,0,0.1,0.5
0146,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.1,true,0,0,0.1,0.5
0147,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.5,true,0,0,0.1,0.5
0148,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,1,true,0,0,0.1,0.5
0149,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0,true,0,0,0.1,0.5
0150,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.0001,true,0,0,0.1,0.5
0151,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.005,true,0,0,0.1,0.5
0152,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.001,true,0,0,0.1,0.5
0153,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.005,true,0,0,0.1,0.5
0154,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.01,true,0,0,0.1,0.5
0155,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.05,true,0,0,0.1,0.5
0156,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.1,true,0,0,0.1,0.5
0157,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.5,true,0,0,0.1,0.5
0158,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,1,true,0,0,0.1,0.5
0159,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0,true,0,0,0.1,0.5
0160,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.0001,true,0,0,0.1,0.5
0161,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.005,true,0,0,0.1,0.5
0162,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.001,true,0,0,0.1,0.5
0163,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.005,true,0,0,0.1,0.5
0164,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.01,true,0,0,0.1,0.5
0165,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.05,true,0,0,0.1,0.5
0166,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.1,true,0,0,0.1,0.5
0167,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.5,true,0,0,0.1,0.5
0168,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,1,true,0,0,0.1,0.5
0169,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0,true,0,0,0.1,0.5
0170,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.0001,true,0,0,0.1,0.5
0171,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.005,true,0,0,0.1,0.5
0172,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.001,true,0,0,0.1,0.5
0173,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.005,true,0,0,0.1,0.5
0174,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.01,true,0,0,0.1,0.5
0175,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.05,true,0,0,0.1,0.5
0176,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.1,true,0,0,0.1,0.5
0177,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.5,true,0,0,0.1,0.5
0178,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,1,true,0,0,0.1,0.5
0179,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0,true,0,0,0.1,0.5
0180,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.0001,true,0,0,0.1,0.5
0181,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.005,true,0,0,0.1,0.5
0182,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.001,true,0,0,0.1,0.5
0183,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.005,true,0,0,0.1,0.5
0184,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.01,true,0,0,0.1,0.5
0185,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.05,true,0,0,0.1,0.5
0186,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.1,true,0,0,0.1,0.5
0187,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.5,true,0,0,0.1,0.5
0188,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,1,true,0,0,0.1,0.5
0189,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0,true,0,0,0.1,0.5
0190,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.0001,true,0,0,0.1,0.5
0191,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.005,true,0,0,0.1,0.5
0192,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.001,true,0,0,0.1,0.5
0193,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.005,true,0,0,0.1,0.5
0194,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.01,true,0,0,0.1,0.5
0195,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.05,true,0,0,0.1,0.5
0196,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.1,true,0,0,0.1,0.5
0197,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,0.5,true,0,0,0.1,0.5
0198,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.05,1,true,0,0,0.1,0.5
0199,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0,true,0,0,0.1,0.5
0200,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.0001,true,0,0,0.1,0.5
0201,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.005,true,0,0,0.1,0.5
0202,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.001,true,0,0,0.1,0.5
0203,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.005,true,0,0,0.1,0.5
0204,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.01,true,0,0,0.1,0.5
0205,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.05,true,0,0,0.1,0.5
0206,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.1,true,0,0,0.1,0.5
0207,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,0.5,true,0,0,0.1,0.5
0208,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.1,1,true,0,0,0.1,0.5
0209,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0,true,0,0,0.1,0.5
0210,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.0001,true,0,0,0.1,0.5
0211,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.005,true,0,0,0.1,0.5
0212,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.001,true,0,0,0.1,0.5
0213,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.005,true,0,0,0.1,0.5
0214,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.01,true,0,0,0.1,0.5
0215,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.05,true,0,0,0.1,0.5
0216,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.1,true,0,0,0.1,0.5
0217,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,0.5,true,0,0,0.1,0.5
0218,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.5,1,true,0,0,0.1,0.5
0219,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0,true,0,0,0.1,0.5
0220,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.0001,true,0,0,0.1,0.5
0221,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.005,true,0,0,0.1,0.5
0222,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.001,true,0,0,0.1,0.5
0223,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.005,true,0,0,0.1,0.5
0224,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.01,true,0,0,0.1,0.5
0225,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.05,true,0,0,0.1,0.5
0226,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.1,true,0,0,0.1,0.5
0227,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,0.5,true,0,0,0.1,0.5
0228,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,1,1,true,0,0,0.1,0.5
0229,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0,0.0001,true,0,0,0.1,0.5
0230,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0,0.005,true,0,0,0.1,0.5
0231,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0,0.001,true,0,0,0.1,0.5
0232,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0,0.005,true,0,0,0.1,0.5
0233,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0,0.01,true,0,0,0.1,0.5
0234,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0,0.05,true,0,0,0.1,0.5
0235,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0,0.1,true,0,0,0.1,0.5
0236,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0,0.5,true,0,0,0.1,0.5
0237,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0,1,true,0,0,0.1,0.5
0238,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0,true,0,0,0.1,0.5
0239,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.0001,true,0,0,0.1,0.5
0240,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.005,true,0,0,0.1,0.5
0241,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.001,true,0,0,0.1,0.5
0242,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.005,true,0,0,0.1,0.5
0243,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.01,true,0,0,0.1,0.5
0244,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.05,true,0,0,0.1,0.5
0245,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.1,true,0,0,0.1,0.5
0246,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,0.5,true,0,0,0.1,0.5
0247,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.0001,1,true,0,0,0.1,0.5
0248,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0,true,0,0,0.1,0.5
0249,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.0001,true,0,0,0.1,0.5
0250,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.005,true,0,0,0.1,0.5
0251,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.001,true,0,0,0.1,0.5
0252,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.005,true,0,0,0.1,0.5
0253,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.01,true,0,0,0.1,0.5
0254,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.05,true,0,0,0.1,0.5
0255,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.1,true,0,0,0.1,0.5
0256,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.5,true,0,0,0.1,0.5
0257,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,1,true,0,0,0.1,0.5
0258,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0,true,0,0,0.1,0.5
0259,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.0001,true,0,0,0.1,0.5
0260,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.005,true,0,0,0.1,0.5
0261,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.001,true,0,0,0.1,0.5
0262,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.005,true,0,0,0.1,0.5
0263,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.01,true,0,0,0.1,0.5
0264,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.05,true,0,0,0.1,0.5
0265,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.1,true,0,0,0.1,0.5
0266,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,0.5,true,0,0,0.1,0.5
0267,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.001,1,true,0,0,0.1,0.5
0268,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0,true,0,0,0.1,0.5
0269,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.0001,true,0,0,0.1,0.5
0270,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.005,true,0,0,0.1,0.5
0271,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.001,true,0,0,0.1,0.5
0272,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.005,true,0,0,0.1,0.5
0273,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.01,true,0,0,0.1,0.5
0274,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.05,true,0,0,0.1,0.5
0275,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.1,true,0,0,0.1,0.5
0276,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,0.5,true,0,0,0.1,0.5
0277,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.005,1,true,0,0,0.1,0.5
0278,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0,true,0,0,0.1,0.5
0279,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.0001,true,0,0,0.1,0.5
0280,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.005,true,0,0,0.1,0.5
0281,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.001,true,0,0,0.1,0.5
0282,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.005,true,0,0,0.1,0.5
0283,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.01,true,0,0,0.1,0.5
0284,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.05,true,0,0,0.1,0.5
0285,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.1,true,0,0,0.1,0.5
0286,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,3,300,12,12,0,0,NMI,64,false,5,2.5,0,1,0.01,0.5,true,0,0,0.1,0.5
